Make,Model,Injury.Severity,Aircraft.damage,Total.Serious.Injuries,Total.Fatal.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Investigation.Type,Engine.Type
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Mooney,M2OE,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Bell,206L-1,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Cruise,Accident,Turbo Shaft
Cessna,210L,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Approach,Accident,Reciprocating
Cessna,R182,Non-Fatal,Substantial,1.0,0.0,0.0,IMC,Takeoff,Accident,Reciprocating
Beech,200,Non-Fatal,Substantial,0.0,0.0,6.0,IMC,Approach,Accident,Turbo Prop
Boeing,737-300,Fatal(34),Destroyed,13.0,34.0,37.0,VMC,Landing,Accident,Turbo Fan
Cessna,182Q,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Taxi,Accident,Reciprocating
Beech,200,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Descent,Accident,Turbo Prop
Cessna,C-172,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,172P,Fatal(3),Destroyed,0.0,3.0,0.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-24-260,Fatal(3),Destroyed,0.0,3.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,172M,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Takeoff,Accident,Reciprocating
Cessna,170A,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Piper,PA-22-150,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Climb,Accident,Reciprocating
Beech,V35B,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150,Non-Fatal,Destroyed,0.0,0.0,0.0,VMC,Go-around,Accident,Reciprocating
Grumman,G-164A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150M,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Maneuvering,Accident,Reciprocating
Piper,J-3-C,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,340,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-180,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-140,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Beech,F.35,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Approach,Accident,Reciprocating
Piper,PA-28R-200,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Approach,Accident,Reciprocating
Cessna,150M,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-28-181,Non-Fatal,Substantial,0.0,0.0,4.0,IMC,Approach,Accident,Reciprocating
Beech,BE-58,Fatal(2),Destroyed,1.0,2.0,0.0,IMC,Takeoff,Accident,Reciprocating
Piper,PA-24-400,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Climb,Accident,Reciprocating
Piper,PA-31-350,Fatal(4),Destroyed,0.0,4.0,0.0,IMC,Cruise,Accident,Reciprocating
Piper,PA-23-250,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Takeoff,Accident,Reciprocating
Cessna,172M,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,150G,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172-P,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,TR182,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Go-around,Accident,Reciprocating
Beech,58,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Boeing,N2S-3,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Beech,B95,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Cruise,Accident,Reciprocating
Cessna,R172K,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,182K,Non-Fatal,Destroyed,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,172M,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Beech,P-35,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Beech,G35,Non-Fatal,Substantial,2.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Cessna,207,Non-Fatal,Substantial,0.0,0.0,1.0,IMC,Maneuvering,Accident,Reciprocating
Cessna,U206,Fatal(4),Destroyed,0.0,4.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA22-160,Non-Fatal,Substantial,1.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Cessna,210L,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,150G,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Beech,F33A,Fatal(4),Destroyed,0.0,4.0,0.0,VMC,Climb,Accident,Reciprocating
Boeing,737-200,Incident,Minor,0.0,0.0,46.0,VMC,Go-around,Incident,Turbo Jet
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-32R-301,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Bell,206B,Fatal(2),Substantial,2.0,2.0,0.0,VMC,Takeoff,Accident,Turbo Shaft
Cessna,150,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,172,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Beech,C23,Non-Fatal,Substantial,0.0,0.0,2.0,UNK,Takeoff,Accident,Reciprocating
Cessna,T210N,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Descent,Accident,Reciprocating
Piper,PA-32-300,Fatal(5),Destroyed,0.0,5.0,0.0,VMC,Go-around,Accident,Reciprocating
Piper,PA-32-260,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Piper,PA-28-181,Fatal(4),Destroyed,0.0,4.0,0.0,IMC,Maneuvering,Accident,Reciprocating
Piper,PA28-201T,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Approach,Accident,Reciprocating
Piper,PA-28R-200,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Bell,206-B,Non-Fatal,Substantial,0.0,0.0,2.0,IMC,Maneuvering,Accident,Turbo Shaft
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,340A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,2.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172N,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Beech,95,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Cruise,Accident,Reciprocating
Cessna,182B,Non-Fatal,Substantial,1.0,0.0,0.0,IMC,Approach,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Hughes,269C,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,182Q,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-23-250,Non-Fatal,Destroyed,1.0,0.0,0.0,IMC,Maneuvering,Accident,Reciprocating
Piper,PA-15,Fatal(2),Substantial,0.0,2.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,T210N,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Hughes,269C,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,182J,Fatal(3),Destroyed,0.0,3.0,0.0,VMC,Landing,Accident,Reciprocating
Cessna,150L,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,150L,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Grumman,G-164A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,182C,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA46-310P,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Approach,Accident,Reciprocating
Cessna,152,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,421C,Incident,Minor,0.0,0.0,6.0,VMC,Cruise,Incident,Reciprocating
Cessna,180,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Piper,PA-28-161,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Bellanca,17-30A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-28-140,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Descent,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-22-150,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Climb,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172,Fatal(1),Destroyed,2.0,1.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,T210N,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-22-150,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Beech,58P,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Piper,PA-60-600,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Climb,Accident,Reciprocating
Cessna,T210M,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Takeoff,Accident,Reciprocating
Piper,PA-23-250,Non-Fatal,Destroyed,1.0,0.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,172P,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Bellanca,7ECA,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-180,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-20,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-161,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Beech,BE-77,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-28R-200,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Boeing,A75,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Maneuvering,Accident,Reciprocating
Boeing,A75,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,172G,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Taxi,Accident,Reciprocating
Cessna,182P,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Beech,F-33A,Non-Fatal,Destroyed,2.0,0.0,0.0,UNK,Maneuvering,Accident,Reciprocating
Cessna,152,Non-Fatal,Minor,0.0,0.0,3.0,VMC,Taxi,Accident,Reciprocating
Boeing,737-291,Fatal(25),Destroyed,0.0,25.0,0.0,VMC,Approach,Accident,Turbo Jet
Piper,PA-22-135,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Standing,Accident,Reciprocating
Cessna,172K,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Cessna,172M,Fatal(3),Destroyed,0.0,3.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,172N,Fatal(3),Destroyed,0.0,3.0,0.0,IMC,Cruise,Accident,Reciprocating
Beech,58,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-32RT-300T,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-140,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Go-around,Accident,Reciprocating
Beech,55,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,150,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Go-around,Accident,Reciprocating
Cessna,140,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,401,Non-Fatal,Substantial,0.0,0.0,5.0,VMC,Landing,Accident,Reciprocating
Piper,PA-32R-300,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,210,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-30-160,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Bell,206B II,Fatal(1),Substantial,0.0,1.0,2.0,VMC,Other,Accident,Turbo Shaft
Piper,PA-24-250,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Bell,206B,Non-Fatal,Destroyed,0.0,0.0,2.0,VMC,Cruise,Accident,Turbo Shaft
Cessna,U206G,Incident,Minor,0.0,0.0,2.0,VMC,Cruise,Incident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,A-188,Fatal(1),Substantial,0.0,1.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,A185-F,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Beech,35-C33A,Fatal(3),Destroyed,0.0,3.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172P,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,120,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,172P,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,150G,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Bell,47G-5A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Beech,V35B,Non-Fatal,Destroyed,0.0,0.0,4.0,VMC,Takeoff,Accident,Reciprocating
Beech,F33A,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Mooney,M20C,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,180K,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,152,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Hughes,369D,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Cruise,Accident,Turbo Shaft
Cessna,421B,Non-Fatal,Substantial,3.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,120,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Climb,Accident,Reciprocating
Beech,A36,Non-Fatal,Destroyed,2.0,0.0,0.0,IMC,Approach,Accident,Reciprocating
Piper,PA28-400,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Bell,UH-1B,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Turbo Shaft
Cessna,320D,Fatal(3),Destroyed,0.0,3.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,150J,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Standing,Accident,Reciprocating
Cessna,182Q,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-34-220T,Non-Fatal,Substantial,1.0,0.0,1.0,IMC,Cruise,Accident,Reciprocating
Cessna,182F,Non-Fatal,Destroyed,4.0,0.0,0.0,IMC,Approach,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Climb,Accident,Reciprocating
Beech,A36,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Beech,36,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Approach,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,172RG,Fatal(2),Destroyed,0.0,2.0,0.0,UNK,Maneuvering,Accident,Reciprocating
Cessna,140,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Hughes,269A,Non-Fatal,Substantial,0.0,0.0,2.0,IMC,Maneuvering,Accident,Reciprocating
Cessna,172K,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,T207A,Non-Fatal,Substantial,0.0,0.0,8.0,VMC,Approach,Accident,Reciprocating
Piper,PA-46-310P,Fatal(4),Destroyed,0.0,4.0,0.0,IMC,Climb,Accident,Reciprocating
Piper,PA-30,Fatal(4),Destroyed,0.0,4.0,0.0,IMC,Approach,Accident,Reciprocating
Cessna,172M,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Piper,PA-22-150,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Mooney,M20D,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Cruise,Accident,Reciprocating
Grumman,G-164A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Boeing,A75,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA32-260,Non-Fatal,Substantial,0.0,0.0,5.0,VMC,Approach,Accident,Reciprocating
Beech,C-45H,Incident,Minor,0.0,0.0,2.0,VMC,Landing,Incident,Turbo Prop
Cessna,177RG,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28R-201T,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,150L,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-28-181,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,210G,Non-Fatal,Destroyed,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Piper,PA-38-112,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,210,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-12,Fatal(2),Substantial,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,120,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Descent,Accident,Reciprocating
Beech,55,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-24-180,Fatal(3),Destroyed,0.0,3.0,0.0,IMC,Approach,Accident,Reciprocating
Cessna,182P,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-38-112,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,182F,Fatal(4),Destroyed,0.0,4.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,152,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-28R-200,Fatal(4),Destroyed,0.0,4.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,421,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Cessna,182H,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,1.0,IMC,Cruise,Accident,Reciprocating
Piper,PA-23-160,Non-Fatal,Substantial,0.0,0.0,4.0,IMC,Cruise,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-161,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Takeoff,Accident,Reciprocating
Beech,95-B55,Fatal(3),Destroyed,0.0,3.0,0.0,IMC,Maneuvering,Accident,Reciprocating
Cessna,150L,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,195B,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Cessna,150F,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Descent,Accident,Reciprocating
Beech,H35,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-20,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,T210N,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Cessna,150M,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,150G,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Go-around,Accident,Reciprocating
Cessna,337,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150G,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-25,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Mooney,M-20C,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Unknown,Accident,Reciprocating
Piper,PA-28-151,Non-Fatal,Destroyed,3.0,0.0,0.0,VMC,Descent,Accident,Reciprocating
Cessna,150L,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Beech,F33A,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Taxi,Accident,Reciprocating
Beech,58P,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-28R-200,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150J,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Climb,Accident,Reciprocating
Hughes,369HS,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Turbo Shaft
Cessna,182D,Non-Fatal,Substantial,2.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,207,Non-Fatal,Substantial,0.0,0.0,0.0,IMC,Maneuvering,Accident,Reciprocating
Piper,PA-24-250,Fatal(1),Destroyed,1.0,1.0,0.0,VMC,Cruise,Accident,Reciprocating
Beech,V-35-A,Non-Fatal,Destroyed,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,180,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Climb,Accident,Reciprocating
Piper,PA-30,Fatal(1),Substantial,1.0,1.0,0.0,VMC,Approach,Accident,Reciprocating
Piper,PA-22-108,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Go-around,Accident,Reciprocating
Piper,PA-32-300,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,421C,Fatal(5),Destroyed,0.0,5.0,0.0,IMC,Approach,Accident,Reciprocating
Piper,PA-24-250,Fatal(1),Destroyed,2.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,206,Fatal(4),Destroyed,0.0,4.0,0.0,IMC,Approach,Accident,Reciprocating
Piper,PA-28R-180,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-23-250,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Hughes,269C,Non-Fatal,Destroyed,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Descent,Accident,Reciprocating
Cessna,182A,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Beech,A35,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-22-150,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-180,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-31T,Non-Fatal,Substantial,0.0,0.0,10.0,VMC,Unknown,Accident,Turbo Prop
Bell,47,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Cessna,172M,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Bell,BH-47G2A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,J3,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,172B,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Go-around,Accident,Reciprocating
Piper,PA-18-150,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-28-180,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Hughes,369C,Non-Fatal,Destroyed,0.0,0.0,0.0,VMC,Climb,Accident,Turbo Shaft
Mooney,M-20E,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Cruise,Accident,Reciprocating
Beech,60,Fatal(3),Destroyed,0.0,3.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150M,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Climb,Accident,Reciprocating
Piper,PA-32-260,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Climb,Accident,Reciprocating
